WKT,SERIES,COUNTY,SHEET_MAP,SHEET_NO,EDITION,SURV_RANG,PUB_RANGE,SURV_SORT,PUB_SORT,IMAGE,SHEET,DATES,IMAGETHUMB,IMAGEURL,YEAR
"MULTIPOLYGON (((-3.19052348927264 55.9874880363694,-3.19060609403051 56.0019417104905,-3.15191520243747 56.0020051346329,-3.15184722554455 55.9875514223961,-3.19052348927264 55.9874880363694)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.12,001_12,"3","1906","1908","1906","1908","82877169","Edinburghshire, I.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877169.4.jpg,https://maps.nls.uk/view/82877169,"1908"
"MULTIPOLYGON (((-3.26776460133542 55.9728714680419,-3.26787610095217 55.9873249235033,-3.22919969773773 55.9874125100071,-3.22910288839222 55.9729593022618,-3.26776460133542 55.9728714680419)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.14,001_14,"3","1906","1908","1906","1908","82877196","Edinburghshire, I.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877196.4.jpg,https://maps.nls.uk/view/82877196,"1908"
"MULTIPOLYGON (((-3.22910288839222 55.9729593022618,-3.22919969773773 55.9874125100071,-3.19052348927264 55.9874880363694,-3.19044103939019 55.9730345987152,-3.22910288839222 55.9729593022618)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.15 & 11,001_15,"3","1906","1908","1906","1908","82877157","Edinburghshire, I.15 & 11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877157.4.jpg,https://maps.nls.uk/view/82877157,"1908"
"MULTIPOLYGON (((-3.19044103939019 55.9730345987152,-3.19052348927264 55.9874880363694,-3.15184722554455 55.9875514223961,-3.15177941547965 55.9730977563949,-3.19044103939019 55.9730345987152)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.16,001_16,"3","1906","1908","1906","1908","82877208","Edinburghshire, I.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877208.4.jpg,https://maps.nls.uk/view/82877208,"1908"
"MULTIPOLYGON (((-3.22890948968064 55.9440533622336,-3.2290061655426 55.9585063571934,-3.19035893386503 55.9585814449766,-3.19027671339908 55.9441282290557,-3.22890948968064 55.9440533622336)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.7,003_07,"3","1906","1908","1906","1908","82877400","Edinburghshire, III.7","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877400.4.jpg,https://maps.nls.uk/view/82877400,"1908"
"MULTIPOLYGON (((-3.22881236848374 55.9295996955886,-3.22890948968064 55.9440533622336,-3.19027671339908 55.9441282290557,-3.19019412471971 55.9296743880778,-3.22881236848374 55.9295996955886)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.11,003_11,"3","1906","1908","1906","1908","82877448","Edinburghshire, III.11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877448.4.jpg,https://maps.nls.uk/view/82877448,"1908"
"MULTIPOLYGON (((-3.11301105457344 55.9442420352515,-3.11306427070517 55.9586955337644,-3.07441626307079 55.9587345923241,-3.07437793411876 55.9442811519224,-3.11301105457344 55.9442420352515)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.6,004_06,"3","1906","1908","1906","1908","82877544","Edinburghshire, IV.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877544.4.jpg,https://maps.nls.uk/view/82877544,"1908"
"MULTIPOLYGON (((-3.15157544432111 55.9297371881732,-3.1516437562581 55.9441907651029,-3.11301105457344 55.9442420352515,-3.11295704814269 55.9297884040915,-3.15157544432111 55.9297371881732)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.9,004_09,"3","1906","1908","1906","1908","82877574","Edinburghshire, IV.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877574.4.jpg,https://maps.nls.uk/view/82877574,"1908"
"MULTIPOLYGON (((-3.11295704814269 55.9297884040915,-3.11301105457344 55.9442420352515,-3.07437793411876 55.9442811519224,-3.07433920660677 55.9298275507209,-3.11295704814269 55.9297884040915)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.10,004_10,"3","1906","1908","1906","1908","82877586","Edinburghshire, IV.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877586.4.jpg,https://maps.nls.uk/view/82877586,"1908"
"MULTIPOLYGON (((-3.15150713593274 55.9152836175574,-3.15157544432111 55.9297371881732,-3.11295704814269 55.9297884040915,-3.11290349923602 55.9153346752851,-3.15150713593274 55.9152836175574)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.13,004_13,"3","1906","1908","1906","1908","82877613","Edinburghshire, IV.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877613.4.jpg,https://maps.nls.uk/view/82877613,"1908"
"MULTIPOLYGON (((-3.11290349923602 55.9153346752851,-3.11295704814269 55.9297884040915,-3.07433920660677 55.9298275507209,-3.07430013128504 55.9153736766447,-3.11290349923602 55.9153346752851)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.14,004_14,"3","1906","1908","1906","1908","82877631","Edinburghshire, IV.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1906<br>Published: 1908",https://deriv.nls.uk/dcn4/8287/82877631.4.jpg,https://maps.nls.uk/view/82877631,"1908"
"MULTIPOLYGON (((-3.38313081239833 55.9147236709683,-3.38328492865799 55.9291770425632,-3.34466729607646 55.9293004105191,-3.34452756877978 55.9148471764155,-3.38313081239833 55.9147236709683)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.15,002_15,"4","1912","1913","1912","1913","82877313","Edinburghshire, II.15","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877313.4.jpg,https://maps.nls.uk/view/82877313,"1913"
"MULTIPOLYGON (((-3.34452756877978 55.9148471764155,-3.34466729607646 55.9293004105191,-3.30604952461011 55.9294119141767,-3.30592408494716 55.9149586451726,-3.34452756877978 55.9148471764155)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.16,002_16,"4","1912","1913","1912","1913","82877322","Edinburghshire, II.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877322.4.jpg,https://maps.nls.uk/view/82877322,"1913"
"MULTIPOLYGON (((-3.30567394690139 55.8860518264866,-3.30579889983286 55.9005052836406,-3.26720899614519 55.9006045908487,-3.26709840238464 55.8861510777961,-3.30567394690139 55.8860518264866)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.5,007_05,"4","1912","1913","1912","1913","82877898","Edinburghshire, VII.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877898.4.jpg,https://maps.nls.uk/view/82877898,"1913"
"MULTIPOLYGON (((-3.22852278744926 55.8862381586815,-3.22861899706368 55.9006916896503,-3.19002888227374 55.9007668904947,-3.18994693828201 55.8863133922505,-3.22852278744926 55.8862381586815)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.7,007_07,"4","1912","1913","1912","1913","82877922","Edinburghshire, VII.7","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877922.4.jpg,https://maps.nls.uk/view/82877922,"1913"
"MULTIPOLYGON (((-3.2669879532332 55.8716974963812,-3.26709840238464 55.8861510777961,-3.22852278744926 55.8862381586815,-3.22842665803022 55.8717846507093,-3.2669879532332 55.8716974963812)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.10,007_10,"4","1912","1913","1912","1913","82877955","Edinburghshire, VII.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877955.4.jpg,https://maps.nls.uk/view/82877955,"1913"
"MULTIPOLYGON (((-3.22842665803022 55.8717846507093,-3.22852278744926 55.8862381586815,-3.18994693828201 55.8863133922505,-3.18986595218281 55.8718596418148,-3.22842665803022 55.8717846507093)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.11,007_11,"4","1912","1913","1912","1913","82877964","Edinburghshire, VII.11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877964.4.jpg,https://maps.nls.uk/view/82877964,"1913"
"MULTIPOLYGON (((-3.18986595218281 55.8718596418148,-3.18994693828201 55.8863133922505,-3.15137199329922 55.886376297162,-3.15130561786472 55.8719223746588,-3.18986595218281 55.8718596418148)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.12,007_12,"4",1912 to 1913,"1913","1912","1913","82877973","Edinburghshire, VII.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1913",https://deriv.nls.uk/dcn4/8287/82877973.4.jpg,https://maps.nls.uk/view/82877973,"1913"
"MULTIPOLYGON (((-3.30655173416755 55.9872254674455,-3.30667776234556 56.0016791741077,-3.26798743496867 56.0017784752208,-3.26787610095217 55.9873249235033,-3.30655173416755 55.9872254674455)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.9,001_09,"4","1912","1914","1912","1914","82877151","Edinburghshire, I.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877151.4.jpg,https://maps.nls.uk/view/82877151,"1914"
"MULTIPOLYGON (((-3.22919969773773 55.9874125100071,-3.22929661400893 56.0018661160787,-3.19060609403051 56.0019417104905,-3.19052348927264 55.9874880363694,-3.22919969773773 55.9874125100071)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.15 & 11,001_11,"4","1912","1914","1912","1914","82877160","Edinburghshire, I.15 & 11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877160.4.jpg,https://maps.nls.uk/view/82877160,"1914"
"MULTIPOLYGON (((-3.19052348927264 55.9874880363694,-3.19060609403051 56.0019417104905,-3.15191520243747 56.0020051346329,-3.15184722554455 55.9875514223961,-3.19052348927264 55.9874880363694)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.12,001_12,"4","1912","1914","1912","1914","82877172","Edinburghshire, I.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877172.4.jpg,https://maps.nls.uk/view/82877172,"1914"
"MULTIPOLYGON (((-3.30642573363329 55.9727716885678,-3.30655173416755 55.9872254674455,-3.26787610095217 55.9873249235033,-3.26776460133542 55.9728714680419,-3.30642573363329 55.9727716885678)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.13,001_13,"4","1912","1914","1912","1914","87212826","Edinburghshire, I.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8721/87212826.4.jpg,https://maps.nls.uk/view/87212826,"1914"
"MULTIPOLYGON (((-3.26776460133542 55.9728714680419,-3.26787610095217 55.9873249235033,-3.22919969773773 55.9874125100071,-3.22910288839222 55.9729593022618,-3.26776460133542 55.9728714680419)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.14,001_14,"4","1912","1914","1912","1914","82877199","Edinburghshire, I.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877199.4.jpg,https://maps.nls.uk/view/82877199,"1914"
"MULTIPOLYGON (((-3.22910288839222 55.9729593022618,-3.22919969773773 55.9874125100071,-3.19052348927264 55.9874880363694,-3.19044103939019 55.9730345987152,-3.22910288839222 55.9729593022618)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.15 & 11,001_15,"4","1912","1914","1912","1914","82877160","Edinburghshire, I.15 & 11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877160.4.jpg,https://maps.nls.uk/view/82877160,"1914"
"MULTIPOLYGON (((-3.19044103939019 55.9730345987152,-3.19052348927264 55.9874880363694,-3.15184722554455 55.9875514223961,-3.15177941547965 55.9730977563949,-3.19044103939019 55.9730345987152)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.16,001_16,"4",1912 to 1913,"1914","1912","1914","82877211","Edinburghshire, I.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877211.4.jpg,https://maps.nls.uk/view/82877211,"1914"
"MULTIPOLYGON (((-3.15177941547965 55.9730977563949,-3.15184722554455 55.9875514223961,-3.11317052644053 55.9876026961687,-3.11311711932733 55.9731489719506,-3.15177941547965 55.9730977563949)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IA.13,001A_13,"4",1912 to 1913,"1914","1912","1914","82877190","Edinburghshire, IA.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877190.4.jpg,https://maps.nls.uk/view/82877190,"1914"
"MULTIPOLYGON (((-3.30655173416755 55.9872254674455,-3.30642573330618 55.9727716509895,-3.34508687145842 55.9726602825867,-3.34522715244499 55.9871138648791,-3.30655173416755 55.9872254674455)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IB.16,001B_16,"4","1912","1914","1912","1914","82877223","Edinburghshire, IB.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877223.4.jpg,https://maps.nls.uk/view/82877223,"1914"
"MULTIPOLYGON (((-3.38359337731106 55.9580834555153,-3.38374788940603 55.9725369171256,-3.34508687145842 55.9726602825867,-3.34494679426619 55.958206736983,-3.38359337731106 55.9580834555153)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.3,002_03,"4","1912","1914","1912","1914","82877232","Edinburghshire, II.3","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877232.4.jpg,https://maps.nls.uk/view/82877232,"1914"
"MULTIPOLYGON (((-3.34494679426619 55.958206736983,-3.34508687145842 55.9726602825867,-3.30642573363329 55.9727716885678,-3.3063000537237 55.9583182844337,-3.34494679426619 55.958206736983)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.4,002_04,"4","1912","1914","1912","1914","82877241","Edinburghshire, II.4","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877241.4.jpg,https://maps.nls.uk/view/82877241,"1914"
"MULTIPOLYGON (((-3.38343908131664 55.9436302979762,-3.38359337731106 55.9580834555153,-3.34494679426619 55.958206736983,-3.34480700281884 55.943753602335,-3.38343908131664 55.9436302979762)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.7,002_07,"4","1912","1914","1912","1914","82877256","Edinburghshire, II.7","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877256.4.jpg,https://maps.nls.uk/view/82877256,"1914"
"MULTIPOLYGON (((-3.34480700281884 55.943753602335,-3.34494679426619 55.958206736983,-3.3063000537237 55.9583182844337,-3.30617480024286 55.9438651282116,-3.34480700281884 55.943753602335)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.8,002_08,"4","1912","1914","1912","1914","82877265","Edinburghshire, II.8","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877265.4.jpg,https://maps.nls.uk/view/82877265,"1914"
"MULTIPOLYGON (((-3.38328492865799 55.9291770425632,-3.38343908131664 55.9436302979762,-3.34480700281884 55.943753602335,-3.34466729607646 55.9293004105191,-3.38328492865799 55.9291770425632)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.11,002_11,"4","1912","1914","1912","1914","82877283","Edinburghshire, II.11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877283.4.jpg,https://maps.nls.uk/view/82877283,"1914"
"MULTIPOLYGON (((-3.34466729607646 55.9293004105191,-3.34480700281884 55.943753602335,-3.30617480024286 55.9438651282116,-3.30604952461011 55.9294119141767,-3.34466729607646 55.9293004105191)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,II.12,002_12,"4","1912","1914","1912","1914","82877292","Edinburghshire, II.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877292.4.jpg,https://maps.nls.uk/view/82877292,"1914"
"MULTIPOLYGON (((-3.3063000537237 55.9583182844337,-3.30642573363329 55.9727716885678,-3.26776460133542 55.9728714680419,-3.26765326808326 55.9584184527884,-3.3063000537237 55.9583182844337)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.1,003_01,"4","1912","1914","1912","1914","82877331","Edinburghshire, III.1","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877331.4.jpg,https://maps.nls.uk/view/82877331,"1914"
"MULTIPOLYGON (((-3.26765326808326 55.9584184527884,-3.26776460133542 55.9728714680419,-3.22910288839222 55.9729593022618,-3.2290061655426 55.9585063571934,-3.26765326808326 55.9584184527884)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.2,003_02,"4","1912","1914","1912","1914","82877343","Edinburghshire, III.2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877343.4.jpg,https://maps.nls.uk/view/82877343,"1914"
"MULTIPOLYGON (((-3.2290061655426 55.9585063571934,-3.22910288839222 55.9729593022618,-3.19044103939019 55.9730345987152,-3.19035893386503 55.9585814449766,-3.2290061655426 55.9585063571934)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.3,003_03,"4",1912 to 1913,"1914","1912","1914","82877355","Edinburghshire, III.3","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877355.4.jpg,https://maps.nls.uk/view/82877355,"1914"
"MULTIPOLYGON (((-3.19035893386503 55.9585814449766,-3.19044103939019 55.9730345987152,-3.15177941547965 55.9730977563949,-3.15171182605962 55.9586442842086,-3.19035893386503 55.9585814449766)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.4,003_04,"4","1912","1914","1912","1914","82877367","Edinburghshire, III.4","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877367.4.jpg,https://maps.nls.uk/view/82877367,"1914"
"MULTIPOLYGON (((-3.30617480024286 55.9438651282116,-3.3063000537237 55.9583182844337,-3.26765326808326 55.9584184527884,-3.26754221037405 55.9439653669594,-3.30617480024286 55.9438651282116)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.5,003_05,"4","1912","1914","1912","1914","82877379","Edinburghshire, III.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877379.4.jpg,https://maps.nls.uk/view/82877379,"1914"
"MULTIPOLYGON (((-3.26754221037405 55.9439653669594,-3.26765326808326 55.9584184527884,-3.2290061655426 55.9585063571934,-3.22890948968064 55.9440533622336,-3.26754221037405 55.9439653669594)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.6,003_06,"4",1912 to 1913,"1914","1912","1914","82877391","Edinburghshire, III.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877391.4.jpg,https://maps.nls.uk/view/82877391,"1914"
"MULTIPOLYGON (((-3.19027671339908 55.9441282290557,-3.19035893386503 55.9585814449766,-3.15171182605962 55.9586442842086,-3.1516437562581 55.9441907651029,-3.19027671339908 55.9441282290557)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.8,003_08,"4",1912 to 1913,"1914","1912","1914","82877415","Edinburghshire, III.8","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877415.4.jpg,https://maps.nls.uk/view/82877415,"1914"
"MULTIPOLYGON (((-3.30604952461011 55.9294119141767,-3.30617480024286 55.9438651282116,-3.26754221037405 55.9439653669594,-3.26743100734723 55.9295117807011,-3.30604952461011 55.9294119141767)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.9,003_09,"4","1912","1914","1912","1914","82877427","Edinburghshire, III.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877427.4.jpg,https://maps.nls.uk/view/82877427,"1914"
"MULTIPOLYGON (((-3.26743100734723 55.9295117807011,-3.26754221037405 55.9439653669594,-3.22890948968064 55.9440533622336,-3.22881236848374 55.9295996955886,-3.26743100734723 55.9295117807011)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.10,003_10,"4","1912","1914","1912","1914","82877439","Edinburghshire, III.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877439.4.jpg,https://maps.nls.uk/view/82877439,"1914"
"MULTIPOLYGON (((-3.19019412471971 55.9296743880778,-3.19027671339908 55.9441282290557,-3.1516437562581 55.9441907651029,-3.15157544432111 55.9297371881732,-3.19019412471971 55.9296743880778)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.12,003_12,"4","1912","1914","1912","1914","82877463","Edinburghshire, III.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877463.4.jpg,https://maps.nls.uk/view/82877463,"1914"
"MULTIPOLYGON (((-3.30592408494716 55.9149586451726,-3.30604952461011 55.9294119141767,-3.26743100734723 55.9295117807011,-3.26731981460477 55.9150580574464,-3.30592408494716 55.9149586451726)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.13,003_13,"4","1912","1914","1912","1914","82877475","Edinburghshire, III.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877475.4.jpg,https://maps.nls.uk/view/82877475,"1914"
"MULTIPOLYGON (((-3.26731981460477 55.9150580574464,-3.26743100734723 55.9295117807011,-3.22881236848374 55.9295996955886,-3.22871523747782 55.9151454836698,-3.26731981460477 55.9150580574464)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.14,003_14,"4","1912","1914","1912","1914","82877490","Edinburghshire, III.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877490.4.jpg,https://maps.nls.uk/view/82877490,"1914"
"MULTIPOLYGON (((-3.19011139037105 55.9152204437349,-3.19019412471971 55.9296743880778,-3.15157544432111 55.9297371881732,-3.15150713593274 55.9152836175574,-3.19011139037105 55.9152204437349)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.16,003_16,"4","1912","1914","1912","1914","82877514","Edinburghshire, III.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877514.4.jpg,https://maps.nls.uk/view/82877514,"1914"
"MULTIPOLYGON (((-3.15171182605962 55.9586442842086,-3.15177941547965 55.9730977563949,-3.11311711932733 55.9731489719506,-3.11306427070517 55.9586955337644,-3.15171182605962 55.9586442842086)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.1 & 2,004_01,"4",1912 to 1913,"1914","1912","1914","87213030","Edinburghshire, IV.1 & 2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8721/87213030.4.jpg,https://maps.nls.uk/view/87213030,"1914"
"MULTIPOLYGON (((-3.1516437562581 55.9441907651029,-3.15171182605962 55.9586442842086,-3.11306427070517 55.9586955337644,-3.11301105457344 55.9442420352515,-3.1516437562581 55.9441907651029)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.5,004_05,"4",1912 to 1913,"1914","1912","1914","82877535","Edinburghshire, IV.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877535.4.jpg,https://maps.nls.uk/view/82877535,"1914"
"MULTIPOLYGON (((-3.11301105457344 55.9442420352515,-3.11306427070517 55.9586955337644,-3.07441626307079 55.9587345923241,-3.07437793411876 55.9442811519224,-3.11301105457344 55.9442420352515)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.6,004_06,"4",1912 to 1913,"1914","1912","1914","82877547","Edinburghshire, IV.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877547.4.jpg,https://maps.nls.uk/view/82877547,"1914"
"MULTIPOLYGON (((-3.15150713593274 55.9152836175574,-3.15157544432111 55.9297371881732,-3.11295704814269 55.9297884040915,-3.11290349923602 55.9153346752851,-3.15150713593274 55.9152836175574)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.13,004_13,"4",1912 to 1913,"1914","1912","1914","82877616","Edinburghshire, IV.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877616.4.jpg,https://maps.nls.uk/view/82877616,"1914"
"MULTIPOLYGON (((-3.30579889983286 55.9005052836406,-3.30592408494716 55.9149586451726,-3.26731981460477 55.9150580574464,-3.26720899614519 55.9006045908487,-3.30579889983286 55.9005052836406)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.1,007_01,"4","1912","1914","1912","1914","82877850","Edinburghshire, VII.1","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877850.4.jpg,https://maps.nls.uk/view/82877850,"1914"
